Shop_ID,Shop_Name,Location,Date,Product_ID,Product_Name,Quantity_Sold,Unit_Price,Total_Sales,Cost_Price_Per_Unit,Total_Cost,Profit
S003,Shop_3,Kolkata,2025-05-13,P106,Juice,130,29,3770,17,2210,1560
S010,Shop_10,Kolkata,2025-04-15,P117,Cereal,76,75,5700,66,5016,684
S017,Shop_17,Mumbai,2025-05-07,P120,Snacks,43,43,1849,40,1720,129
S009,Shop_9,Kolkata,2025-03-07,P110,Tea,26,90,2340,80,2080,260
S015,Shop_15,Kolkata,2025-06-04,P102,Bread,195,35,6825,30,5850,975
S008,Shop_8,Mumbai,2025-05-21,P112,Biscuits,22,81,1782,85,1870,-88
S014,Shop_14,Hyderabad,2025-05-15,P119,Detergent,53,65,3445,69,3657,-212
S010,Shop_10,Lucknow,2025-05-07,P117,Cereal,150,81,12150,83,12450,-300
S001,Shop_1,Delhi,2025-03-07,P111,Coffee,158,87,13746,75,11850,1896
S015,Shop_15,Bangalore,2025-01-07,P118,Flour,26,84,2184,71,1846,338
S005,Shop_5,Jaipur,2025-04-21,P119,Detergent,178,38,6764,29,5162,1602
S016,Shop_16,Chennai,2025-06-30,P105,Eggs,151,95,14345,87,13137,1208
S001,Shop_1,Mumbai,2025-05-17,P102,Bread,109,50,5450,41,4469,981
S010,Shop_10,Ahmedabad,2025-04-05,P108,Oil,154,31,4774,22,3388,1386
S007,Shop_7,Mumbai,2025-03-23,P101,Milk,146,73,10658,69,10074,584
S020,Shop_20,Bangalore,2025-06-14,P105,Eggs,110,91,10010,76,8360,1650
S001,Shop_1,Delhi,2025-02-01,P114,Shampoo,158,40,6320,27,4266,2054
S007,Shop_7,Chennai,2025-06-28,P106,Juice,61,86,5246,75,4575,671
S020,Shop_20,Mumbai,2025-02-05,P102,Bread,41,98,4018,98,4018,0
S009,Shop_9,Hyderabad,2025-04-11,P111,Coffee,175,39,6825,24,4200,2625
S016,Shop_16,Jaipur,2025-05-27,P114,Shampoo,19,31,589,16,304,285
S015,Shop_15,Mumbai,2025-04-03,P109,Sugar,40,21,840,22,880,-40
S005,Shop_5,Chennai,2025-01-05,P112,Biscuits,27,90,2430,92,2484,-54
S017,Shop_17,Delhi,2025-01-27,P117,Cereal,74,81,5994,80,5920,74
S018,Shop_18,Bangalore,2025-03-29,P118,Flour,152,24,3648,26,3952,-304
S002,Shop_2,Hyderabad,2025-03-30,P102,Bread,16,26,416,26,416,0
S007,Shop_7,Jaipur,2025-01-16,P115,Toothpaste,62,59,3658,56,3472,186
S001,Shop_1,Pune,2025-01-24,P109,Sugar,36,88,3168,81,2916,252
S019,Shop_19,Ahmedabad,2025-03-14,P101,Milk,25,15,375,9,225,150
S016,Shop_16,Chennai,2025-05-18,P118,Flour,155,29,4495,24,3720,775
S009,Shop_9,Pune,2025-01-17,P111,Coffee,11,51,561,44,484,77
S007,Shop_7,Hyderabad,2025-03-30,P102,Bread,54,14,756,16,864,-108
S019,Shop_19,Ahmedabad,2025-01-26,P112,Biscuits,78,16,1248,7,546,702
S002,Shop_2,Bangalore,2025-06-02,P111,Coffee,72,81,5832,66,4752,1080
S012,Shop_12,Chennai,2025-03-20,P105,Eggs,184,51,9384,41,7544,1840
S002,Shop_2,Delhi,2025-01-18,P116,Salt,148,82,12136,84,12432,-296
S019,Shop_19,Jaipur,2025-06-12,P106,Juice,125,51,6375,41,5125,1250
S003,Shop_3,Kolkata,2025-04-22,P102,Bread,189,75,14175,64,12096,2079
S009,Shop_9,Pune,2025-04-16,P117,Cereal,21,40,840,27,567,273
S014,Shop_14,Bangalore,2025-02-09,P111,Coffee,109,16,1744,18,1962,-218
S009,Shop_9,Hyderabad,2025-02-28,P101,Milk,55,61,3355,53,2915,440
S012,Shop_12,Lucknow,2025-02-08,P112,Biscuits,161,16,2576,18,2898,-322
S010,Shop_10,Lucknow,2025-02-14,P111,Coffee,53,51,2703,54,2862,-159
S020,Shop_20,Mumbai,2025-06-21,P114,Shampoo,196,74,14504,66,12936,1568
S005,Shop_5,Bangalore,2025-02-17,P109,Sugar,79,41,3239,27,2133,1106
S009,Shop_9,Kolkata,2025-06-27,P113,Soap,134,27,3618,17,2278,1340
S019,Shop_19,Hyderabad,2025-05-04,P107,Rice,177,97,17169,88,15576,1593
S015,Shop_15,Pune,2025-05-28,P112,Biscuits,64,10,640,-2,-128,768
S008,Shop_8,Hyderabad,2025-03-02,P117,Cereal,149,68,10132,56,8344,1788
S015,Shop_15,Ahmedabad,2025-01-04,P110,Tea,164,83,13612,74,12136,1476
S009,Shop_9,Jaipur,2025-03-08,P110,Tea,141,56,7896,43,6063,1833
S014,Shop_14,Lucknow,2025-06-08,P113,Soap,39,62,2418,62,2418,0
S004,Shop_4,Jaipur,2025-01-01,P107,Rice,54,94,5076,81,4374,702
S010,Shop_10,Mumbai,2025-02-14,P120,Snacks,25,32,800,26,650,150
S002,Shop_2,Lucknow,2025-01-14,P102,Bread,18,11,198,-4,-72,270
S019,Shop_19,Kolkata,2025-01-28,P106,Juice,29,92,2668,78,2262,406
S014,Shop_14,Delhi,2025-04-13,P110,Tea,90,86,7740,91,8190,-450
S005,Shop_5,Delhi,2025-06-16,P103,Butter,48,65,3120,62,2976,144
S004,Shop_4,Pune,2025-02-11,P116,Salt,108,87,9396,82,8856,540
S013,Shop_13,Kolkata,2025-05-26,P120,Snacks,32,22,704,27,864,-160
S018,Shop_18,Mumbai,2025-01-02,P102,Bread,130,87,11310,81,10530,780
S006,Shop_6,Chennai,2025-05-05,P108,Oil,71,35,2485,29,2059,426
S016,Shop_16,Jaipur,2025-01-09,P119,Detergent,127,70,8890,61,7747,1143
S013,Shop_13,Chennai,2025-03-01,P102,Bread,151,69,10419,61,9211,1208
S009,Shop_9,Chennai,2025-04-19,P117,Cereal,95,24,2280,10,950,1330
S001,Shop_1,Kolkata,2025-01-09,P118,Flour,159,31,4929,29,4611,318
S012,Shop_12,Mumbai,2025-02-28,P106,Juice,143,75,10725,74,10582,143
S010,Shop_10,Ahmedabad,2025-05-10,P108,Oil,129,67,8643,60,7740,903
S020,Shop_20,Hyderabad,2025-01-20,P114,Shampoo,31,20,620,12,372,248
S001,Shop_1,Delhi,2025-01-08,P104,Cheese,121,87,10527,84,10164,363
S010,Shop_10,Lucknow,2025-06-10,P110,Tea,60,11,660,8,480,180
S011,Shop_11,Delhi,2025-04-15,P114,Shampoo,162,32,5184,32,5184,0
S020,Shop_20,Delhi,2025-05-20,P108,Oil,32,30,960,20,640,320
S006,Shop_6,Lucknow,2025-04-07,P103,Butter,27,91,2457,93,2511,-54
S006,Shop_6,Ahmedabad,2025-05-17,P118,Flour,184,29,5336,33,6072,-736
S001,Shop_1,Kolkata,2025-05-28,P107,Rice,26,71,1846,60,1560,286
S004,Shop_4,Pune,2025-04-20,P109,Sugar,59,64,3776,59,3481,295
S017,Shop_17,Bangalore,2025-03-31,P109,Sugar,189,69,13041,73,13797,-756
S013,Shop_13,Chennai,2025-06-12,P107,Rice,164,90,14760,92,15088,-328
S014,Shop_14,Kolkata,2025-02-20,P113,Soap,86,50,4300,45,3870,430
S013,Shop_13,Jaipur,2025-06-07,P119,Detergent,150,35,5250,26,3900,1350
S020,Shop_20,Hyderabad,2025-04-04,P101,Milk,94,31,2914,32,3008,-94
S012,Shop_12,Chennai,2025-06-12,P114,Shampoo,21,82,1722,83,1743,-21
S016,Shop_16,Lucknow,2025-06-28,P111,Coffee,49,99,4851,104,5096,-245
S004,Shop_4,Bangalore,2025-01-19,P116,Salt,160,36,5760,37,5920,-160
S003,Shop_3,Ahmedabad,2025-05-02,P109,Sugar,191,40,7640,38,7258,382
S020,Shop_20,Ahmedabad,2025-02-11,P107,Rice,42,57,2394,52,2184,210
S018,Shop_18,Ahmedabad,2025-06-14,P111,Coffee,199,75,14925,65,12935,1990
S007,Shop_7,Jaipur,2025-05-30,P106,Juice,131,14,1834,18,2358,-524
S014,Shop_14,Lucknow,2025-05-09,P113,Soap,156,86,13416,79,12324,1092
S001,Shop_1,Mumbai,2025-03-16,P114,Shampoo,49,53,2597,57,2793,-196
S013,Shop_13,Bangalore,2025-02-17,P108,Oil,113,24,2712,19,2147,565
S009,Shop_9,Lucknow,2025-01-11,P113,Soap,65,59,3835,64,4160,-325
S017,Shop_17,Kolkata,2025-01-24,P104,Cheese,126,17,2142,6,756,1386
S005,Shop_5,Jaipur,2025-02-21,P119,Detergent,93,47,4371,42,3906,465
S008,Shop_8,Ahmedabad,2025-02-27,P113,Soap,159,66,10494,64,10176,318
S012,Shop_12,Delhi,2025-02-07,P119,Detergent,130,89,11570,92,11960,-390
S001,Shop_1,Mumbai,2025-03-08,P109,Sugar,197,66,13002,58,11426,1576
S009,Shop_9,Ahmedabad,2025-05-08,P114,Shampoo,158,85,13430,90,14220,-790
S003,Shop_3,Ahmedabad,2025-05-23,P108,Oil,45,11,495,-1,-45,540
S014,Shop_14,Kolkata,2025-04-30,P115,Toothpaste,75,96,7200,97,7275,-75
S016,Shop_16,Jaipur,2025-06-15,P104,Cheese,199,90,17910,92,18308,-398
S007,Shop_7,Bangalore,2025-01-11,P116,Salt,173,58,10034,62,10726,-692
S001,Shop_1,Mumbai,2025-03-15,P118,Flour,104,57,5928,55,5720,208
S007,Shop_7,Kolkata,2025-01-31,P102,Bread,10,62,620,48,480,140
S018,Shop_18,Chennai,2025-03-29,P114,Shampoo,115,32,3680,19,2185,1495
S017,Shop_17,Mumbai,2025-06-06,P111,Coffee,77,87,6699,92,7084,-385
S018,Shop_18,Jaipur,2025-04-26,P120,Snacks,190,87,16530,74,14060,2470
S013,Shop_13,Kolkata,2025-01-13,P101,Milk,150,64,9600,66,9900,-300
S010,Shop_10,Chennai,2025-03-29,P114,Shampoo,87,89,7743,94,8178,-435
S017,Shop_17,Hyderabad,2025-01-20,P116,Salt,50,59,2950,60,3000,-50
S008,Shop_8,Pune,2025-04-05,P107,Rice,42,26,1092,16,672,420
S003,Shop_3,Bangalore,2025-02-13,P115,Toothpaste,187,95,17765,89,16643,1122
S014,Shop_14,Hyderabad,2025-01-03,P117,Cereal,172,98,16856,92,15824,1032
S015,Shop_15,Hyderabad,2025-04-18,P116,Salt,170,82,13940,87,14790,-850
S001,Shop_1,Delhi,2025-06-09,P107,Rice,35,43,1505,38,1330,175
S008,Shop_8,Chennai,2025-02-22,P111,Coffee,54,36,1944,30,1620,324
S005,Shop_5,Bangalore,2025-04-21,P120,Snacks,94,100,9400,87,8178,1222
S003,Shop_3,Chennai,2025-01-17,P114,Shampoo,190,10,1900,2,380,1520
S006,Shop_6,Ahmedabad,2025-02-09,P110,Tea,52,22,1144,17,884,260
S009,Shop_9,Jaipur,2025-05-21,P105,Eggs,160,17,2720,8,1280,1440
S017,Shop_17,Hyderabad,2025-04-19,P106,Juice,170,28,4760,18,3060,1700
S011,Shop_11,Jaipur,2025-01-22,P110,Tea,64,73,4672,72,4608,64
S012,Shop_12,Bangalore,2025-01-23,P110,Tea,135,12,1620,13,1755,-135
S015,Shop_15,Ahmedabad,2025-06-02,P107,Rice,56,33,1848,18,1008,840
S006,Shop_6,Hyderabad,2025-04-03,P113,Soap,16,85,1360,70,1120,240
S020,Shop_20,Jaipur,2025-04-06,P109,Sugar,99,94,9306,84,8316,990
S002,Shop_2,Delhi,2025-03-28,P101,Milk,199,98,19502,88,17512,1990
S003,Shop_3,Lucknow,2025-04-20,P115,Toothpaste,69,52,3588,48,3312,276
S013,Shop_13,Jaipur,2025-06-08,P120,Snacks,84,27,2268,12,1008,1260
S012,Shop_12,Ahmedabad,2025-02-18,P102,Bread,24,61,1464,63,1512,-48
S004,Shop_4,Ahmedabad,2025-01-24,P117,Cereal,68,100,6800,104,7072,-272
S010,Shop_10,Ahmedabad,2025-03-10,P113,Soap,38,24,912,27,1026,-114
S012,Shop_12,Jaipur,2025-02-14,P104,Cheese,141,44,6204,37,5217,987
S010,Shop_10,Jaipur,2025-01-09,P101,Milk,80,69,5520,54,4320,1200
S007,Shop_7,Ahmedabad,2025-02-16,P105,Eggs,198,33,6534,18,3564,2970
S011,Shop_11,Ahmedabad,2025-02-25,P108,Oil,104,24,2496,14,1456,1040
S001,Shop_1,Ahmedabad,2025-05-24,P112,Biscuits,148,53,7844,58,8584,-740
S009,Shop_9,Bangalore,2025-06-21,P107,Rice,104,39,4056,39,4056,0
S002,Shop_2,Jaipur,2025-04-21,P111,Coffee,49,82,4018,70,3430,588
S007,Shop_7,Delhi,2025-03-31,P112,Biscuits,131,75,9825,62,8122,1703
S007,Shop_7,Mumbai,2025-01-06,P104,Cheese,136,51,6936,45,6120,816
S014,Shop_14,Bangalore,2025-06-04,P117,Cereal,153,86,13158,77,11781,1377
S016,Shop_16,Bangalore,2025-04-26,P109,Sugar,181,82,14842,84,15204,-362
S007,Shop_7,Pune,2025-05-09,P111,Coffee,169,10,1690,9,1521,169
S017,Shop_17,Mumbai,2025-05-09,P101,Milk,44,43,1892,34,1496,396
S014,Shop_14,Pune,2025-03-22,P114,Shampoo,169,93,15717,97,16393,-676
S020,Shop_20,Ahmedabad,2025-01-10,P118,Flour,77,84,6468,76,5852,616
S004,Shop_4,Delhi,2025-04-05,P101,Milk,121,29,3509,14,1694,1815
S011,Shop_11,Kolkata,2025-05-27,P114,Shampoo,170,98,16660,100,17000,-340
S012,Shop_12,Kolkata,2025-03-22,P108,Oil,108,32,3456,35,3780,-324
S018,Shop_18,Chennai,2025-04-14,P108,Oil,106,73,7738,60,6360,1378
S016,Shop_16,Bangalore,2025-02-17,P117,Cereal,45,48,2160,39,1755,405
S004,Shop_4,Delhi,2025-05-30,P120,Snacks,115,45,5175,35,4025,1150
S017,Shop_17,Delhi,2025-05-07,P120,Snacks,156,82,12792,69,10764,2028
S009,Shop_9,Pune,2025-02-08,P105,Eggs,165,88,14520,89,14685,-165
S007,Shop_7,Pune,2025-06-24,P104,Cheese,65,92,5980,79,5135,845
S016,Shop_16,Jaipur,2025-03-10,P101,Milk,81,85,6885,82,6642,243
S020,Shop_20,Lucknow,2025-03-29,P115,Toothpaste,180,98,17640,84,15120,2520
S020,Shop_20,Bangalore,2025-05-19,P114,Shampoo,41,60,2460,58,2378,82
S009,Shop_9,Ahmedabad,2025-01-30,P117,Cereal,60,84,5040,78,4680,360
S013,Shop_13,Jaipur,2025-03-16,P118,Flour,82,44,3608,43,3526,82
S005,Shop_5,Jaipur,2025-02-25,P101,Milk,19,77,1463,64,1216,247
S007,Shop_7,Pune,2025-02-17,P103,Butter,93,64,5952,65,6045,-93
S010,Shop_10,Jaipur,2025-02-06,P114,Shampoo,108,58,6264,62,6696,-432
S006,Shop_6,Pune,2025-05-11,P115,Toothpaste,94,85,7990,82,7708,282
S014,Shop_14,Chennai,2025-05-30,P120,Snacks,150,70,10500,63,9450,1050
S008,Shop_8,Ahmedabad,2025-01-12,P118,Flour,103,67,6901,66,6798,103
S003,Shop_3,Ahmedabad,2025-06-24,P119,Detergent,37,45,1665,44,1628,37
S014,Shop_14,Mumbai,2025-02-19,P106,Juice,18,23,414,27,486,-72
S018,Shop_18,Lucknow,2025-02-20,P107,Rice,24,90,2160,85,2040,120
S006,Shop_6,Pune,2025-04-02,P112,Biscuits,62,41,2542,31,1922,620
S017,Shop_17,Lucknow,2025-02-06,P111,Coffee,55,78,4290,65,3575,715
S007,Shop_7,Chennai,2025-03-03,P101,Milk,174,12,2088,17,2958,-870
S017,Shop_17,Kolkata,2025-02-07,P110,Tea,80,54,4320,53,4240,80
S018,Shop_18,Delhi,2025-05-25,P113,Soap,121,35,4235,21,2541,1694
S017,Shop_17,Hyderabad,2025-03-14,P110,Tea,175,44,7700,35,6125,1575
S013,Shop_13,Pune,2025-05-12,P114,Shampoo,143,83,11869,73,10439,1430
S017,Shop_17,Chennai,2025-05-22,P107,Rice,157,85,13345,70,10990,2355
S014,Shop_14,Chennai,2025-06-14,P104,Cheese,121,40,4840,32,3872,968
S006,Shop_6,Kolkata,2025-06-30,P119,Detergent,192,37,7104,28,5376,1728
S012,Shop_12,Chennai,2025-02-03,P103,Butter,191,22,4202,8,1528,2674
S020,Shop_20,Lucknow,2025-06-23,P119,Detergent,39,49,1911,53,2067,-156
S010,Shop_10,Chennai,2025-04-08,P113,Soap,114,56,6384,50,5700,684
S016,Shop_16,Kolkata,2025-03-11,P116,Salt,54,37,1998,35,1890,108
S010,Shop_10,Hyderabad,2025-02-02,P120,Snacks,132,21,2772,16,2112,660
S014,Shop_14,Mumbai,2025-06-06,P120,Snacks,88,92,8096,80,7040,1056
S011,Shop_11,Delhi,2025-06-13,P120,Snacks,73,33,2409,38,2774,-365
S020,Shop_20,Bangalore,2025-03-02,P110,Tea,64,22,1408,8,512,896
S003,Shop_3,Kolkata,2025-03-15,P117,Cereal,42,53,2226,38,1596,630
S012,Shop_12,Jaipur,2025-06-27,P108,Oil,75,93,6975,91,6825,150
S015,Shop_15,Kolkata,2025-04-18,P119,Detergent,40,77,3080,81,3240,-160
S011,Shop_11,Mumbai,2025-06-05,P106,Juice,121,60,7260,58,7018,242
S016,Shop_16,Lucknow,2025-05-02,P112,Biscuits,193,53,10229,42,8106,2123
S017,Shop_17,Kolkata,2025-06-20,P107,Rice,26,69,1794,64,1664,130
S020,Shop_20,Pune,2025-02-03,P103,Butter,91,33,3003,31,2821,182
S014,Shop_14,Mumbai,2025-05-09,P111,Coffee,194,59,11446,60,11640,-194
S005,Shop_5,Hyderabad,2025-01-19,P111,Coffee,67,59,3953,47,3149,804
S013,Shop_13,Bangalore,2025-06-19,P102,Bread,84,57,4788,52,4368,420
S014,Shop_14,Bangalore,2025-01-02,P109,Sugar,152,70,10640,63,9576,1064
S014,Shop_14,Delhi,2025-04-24,P111,Coffee,12,81,972,73,876,96
S019,Shop_19,Bangalore,2025-06-10,P111,Coffee,109,14,1526,1,109,1417
S016,Shop_16,Lucknow,2025-02-03,P101,Milk,103,12,1236,7,721,515
S019,Shop_19,Kolkata,2025-04-14,P115,Toothpaste,94,48,4512,35,3290,1222
S004,Shop_4,Lucknow,2025-03-09,P105,Eggs,79,65,5135,58,4582,553
S001,Shop_1,Lucknow,2025-05-18,P107,Rice,186,13,2418,16,2976,-558
S010,Shop_10,Hyderabad,2025-06-15,P116,Salt,136,10,1360,-3,-408,1768
S007,Shop_7,Chennai,2025-06-14,P102,Bread,151,34,5134,28,4228,906
S001,Shop_1,Mumbai,2025-04-15,P112,Biscuits,111,13,1443,12,1332,111
S014,Shop_14,Jaipur,2025-04-05,P103,Butter,173,47,8131,47,8131,0
S013,Shop_13,Jaipur,2025-01-16,P110,Tea,74,86,6364,84,6216,148
S011,Shop_11,Bangalore,2025-03-18,P116,Salt,196,35,6860,37,7252,-392
S012,Shop_12,Delhi,2025-01-26,P114,Shampoo,185,11,2035,5,925,1110
S010,Shop_10,Delhi,2025-03-28,P101,Milk,83,46,3818,51,4233,-415
S016,Shop_16,Lucknow,2025-06-21,P110,Tea,171,52,8892,52,8892,0
S011,Shop_11,Kolkata,2025-02-10,P110,Tea,40,55,2200,53,2120,80
S013,Shop_13,Lucknow,2025-01-20,P117,Cereal,173,27,4671,21,3633,1038
S008,Shop_8,Pune,2025-02-14,P101,Milk,176,23,4048,23,4048,0
S002,Shop_2,Ahmedabad,2025-06-27,P113,Soap,176,11,1936,14,2464,-528
S007,Shop_7,Kolkata,2025-06-03,P102,Bread,38,13,494,10,380,114
S008,Shop_8,Delhi,2025-01-24,P116,Salt,79,18,1422,19,1501,-79
S004,Shop_4,Bangalore,2025-03-19,P105,Eggs,16,27,432,27,432,0
S013,Shop_13,Hyderabad,2025-04-13,P104,Cheese,58,44,2552,37,2146,406
S007,Shop_7,Jaipur,2025-04-15,P110,Tea,99,46,4554,47,4653,-99
S016,Shop_16,Lucknow,2025-04-14,P102,Bread,86,21,1806,25,2150,-344
S005,Shop_5,Pune,2025-02-20,P106,Juice,49,10,490,-5,-245,735
S001,Shop_1,Lucknow,2025-05-19,P105,Eggs,142,27,3834,25,3550,284
S005,Shop_5,Ahmedabad,2025-03-08,P103,Butter,158,30,4740,26,4108,632
S016,Shop_16,Chennai,2025-02-23,P105,Eggs,29,43,1247,43,1247,0
S003,Shop_3,Pune,2025-03-04,P112,Biscuits,113,26,2938,18,2034,904
S006,Shop_6,Kolkata,2025-01-17,P116,Salt,173,19,3287,19,3287,0
S014,Shop_14,Chennai,2025-02-04,P110,Tea,34,87,2958,79,2686,272
S013,Shop_13,Lucknow,2025-03-14,P117,Cereal,14,41,574,40,560,14
S011,Shop_11,Chennai,2025-02-09,P119,Detergent,163,87,14181,91,14833,-652
S012,Shop_12,Hyderabad,2025-06-20,P114,Shampoo,78,26,2028,24,1872,156
S001,Shop_1,Mumbai,2025-04-29,P120,Snacks,174,25,4350,30,5220,-870
S014,Shop_14,Chennai,2025-06-27,P111,Coffee,117,47,5499,47,5499,0
S012,Shop_12,Mumbai,2025-05-07,P109,Sugar,101,71,7171,68,6868,303
S009,Shop_9,Ahmedabad,2025-05-30,P116,Salt,127,31,3937,30,3810,127
S005,Shop_5,Delhi,2025-04-06,P110,Tea,99,55,5445,58,5742,-297
S009,Shop_9,Ahmedabad,2025-05-31,P107,Rice,113,69,7797,66,7458,339
S011,Shop_11,Lucknow,2025-01-18,P117,Cereal,41,81,3321,81,3321,0
S002,Shop_2,Jaipur,2025-05-06,P113,Soap,154,69,10626,74,11396,-770
S003,Shop_3,Chennai,2025-03-28,P114,Shampoo,38,97,3686,98,3724,-38
S002,Shop_2,Pune,2025-03-17,P116,Salt,12,19,228,17,204,24
S003,Shop_3,Mumbai,2025-02-21,P117,Cereal,104,87,9048,73,7592,1456
S004,Shop_4,Mumbai,2025-03-24,P104,Cheese,18,62,1116,65,1170,-54
S020,Shop_20,Mumbai,2025-05-13,P107,Rice,175,46,8050,43,7525,525
S016,Shop_16,Chennai,2025-01-25,P115,Toothpaste,87,98,8526,96,8352,174
S013,Shop_13,Bangalore,2025-06-23,P111,Coffee,113,30,3390,33,3729,-339
S004,Shop_4,Lucknow,2025-04-25,P109,Sugar,56,79,4424,83,4648,-224
S002,Shop_2,Pune,2025-03-05,P112,Biscuits,72,70,5040,59,4248,792
S003,Shop_3,Jaipur,2025-01-20,P113,Soap,31,37,1147,28,868,279
S010,Shop_10,Kolkata,2025-02-05,P119,Detergent,156,81,12636,75,11700,936
S017,Shop_17,Pune,2025-06-02,P104,Cheese,174,40,6960,32,5568,1392
S008,Shop_8,Ahmedabad,2025-06-18,P116,Salt,118,27,3186,22,2596,590
S005,Shop_5,Delhi,2025-05-02,P118,Flour,163,80,13040,66,10758,2282
S010,Shop_10,Bangalore,2025-05-07,P110,Tea,26,90,2340,81,2106,234
S010,Shop_10,Kolkata,2025-06-18,P101,Milk,182,40,7280,37,6734,546
S007,Shop_7,Delhi,2025-05-17,P115,Toothpaste,166,87,14442,86,14276,166
S005,Shop_5,Mumbai,2025-02-11,P112,Biscuits,89,86,7654,82,7298,356
S003,Shop_3,Chennai,2025-05-01,P101,Milk,74,15,1110,5,370,740
S015,Shop_15,Bangalore,2025-01-10,P113,Soap,188,86,16168,91,17108,-940
S019,Shop_19,Kolkata,2025-02-27,P114,Shampoo,16,44,704,44,704,0
S012,Shop_12,Lucknow,2025-01-10,P120,Snacks,84,33,2772,37,3108,-336
S005,Shop_5,Ahmedabad,2025-01-03,P110,Tea,12,35,420,38,456,-36
S004,Shop_4,Ahmedabad,2025-03-21,P115,Toothpaste,23,18,414,17,391,23
S005,Shop_5,Pune,2025-05-10,P113,Soap,75,88,6600,80,6000,600
S007,Shop_7,Chennai,2025-05-31,P109,Sugar,184,81,14904,68,12512,2392
S011,Shop_11,Hyderabad,2025-05-25,P120,Snacks,16,15,240,10,160,80
S011,Shop_11,Delhi,2025-06-07,P115,Toothpaste,54,48,2592,43,2322,270
S004,Shop_4,Jaipur,2025-04-06,P105,Eggs,171,57,9747,55,9405,342
S014,Shop_14,Pune,2025-03-08,P105,Eggs,195,57,11115,54,10530,585
S014,Shop_14,Lucknow,2025-02-25,P118,Flour,67,34,2278,35,2345,-67
S006,Shop_6,Pune,2025-06-08,P115,Toothpaste,155,14,2170,17,2635,-465
S017,Shop_17,Chennai,2025-06-30,P107,Rice,96,16,1536,17,1632,-96
S012,Shop_12,Ahmedabad,2025-03-01,P115,Toothpaste,96,20,1920,22,2112,-192
S012,Shop_12,Jaipur,2025-02-28,P106,Juice,197,18,3546,7,1379,2167
S017,Shop_17,Ahmedabad,2025-01-11,P103,Butter,18,66,1188,61,1098,90
S015,Shop_15,Jaipur,2025-02-09,P102,Bread,37,70,2590,73,2701,-111
S007,Shop_7,Lucknow,2025-06-10,P118,Flour,37,90,3330,78,2886,444
S002,Shop_2,Jaipur,2025-01-02,P110,Tea,103,77,7931,79,8137,-206
S012,Shop_12,Jaipur,2025-04-06,P102,Bread,51,77,3927,70,3570,357
S005,Shop_5,Chennai,2025-03-26,P107,Rice,139,25,3475,15,2085,1390
S009,Shop_9,Chennai,2025-05-30,P114,Shampoo,70,100,7000,87,6090,910
S016,Shop_16,Lucknow,2025-04-28,P110,Tea,50,12,600,17,850,-250
S011,Shop_11,Jaipur,2025-05-03,P119,Detergent,20,28,560,33,660,-100
S019,Shop_19,Hyderabad,2025-04-02,P103,Butter,106,36,3816,26,2756,1060
S010,Shop_10,Bangalore,2025-04-24,P107,Rice,125,39,4875,28,3500,1375
S003,Shop_3,Ahmedabad,2025-04-26,P114,Shampoo,144,19,2736,21,3024,-288
S001,Shop_1,Ahmedabad,2025-04-19,P106,Juice,151,89,13439,92,13892,-453
S010,Shop_10,Hyderabad,2025-03-04,P117,Cereal,47,19,893,23,1081,-188
S006,Shop_6,Chennai,2025-06-06,P116,Salt,46,85,3910,70,3220,690
S018,Shop_18,Chennai,2025-05-28,P112,Biscuits,31,22,682,9,279,403
S006,Shop_6,Mumbai,2025-01-21,P119,Detergent,170,80,13600,84,14280,-680
S001,Shop_1,Lucknow,2025-03-24,P109,Sugar,81,76,6156,80,6480,-324
S018,Shop_18,Lucknow,2025-06-28,P103,Butter,75,29,2175,25,1875,300
S020,Shop_20,Bangalore,2025-04-03,P120,Snacks,130,10,1300,6,780,520
S013,Shop_13,Chennai,2025-05-30,P111,Coffee,137,63,8631,56,7672,959
S007,Shop_7,Jaipur,2025-05-21,P113,Soap,160,37,5920,33,5280,640
S014,Shop_14,Chennai,2025-03-22,P113,Soap,166,94,15604,95,15770,-166
S001,Shop_1,Kolkata,2025-04-15,P117,Cereal,134,91,12194,86,11524,670
S008,Shop_8,Bangalore,2025-01-29,P103,Butter,81,24,1944,26,2106,-162
S008,Shop_8,Pune,2025-04-05,P102,Bread,200,17,3400,4,800,2600
S006,Shop_6,Lucknow,2025-05-15,P117,Cereal,171,95,16245,100,17100,-855
S017,Shop_17,Pune,2025-04-13,P107,Rice,62,69,4278,63,3906,372
S004,Shop_4,Ahmedabad,2025-02-04,P108,Oil,173,52,8996,46,7958,1038
S009,Shop_9,Lucknow,2025-05-05,P104,Cheese,164,71,11644,63,10332,1312
S013,Shop_13,Pune,2025-05-03,P107,Rice,190,28,5320,14,2660,2660
S013,Shop_13,Hyderabad,2025-06-28,P112,Biscuits,13,82,1066,72,936,130
S018,Shop_18,Chennai,2025-03-22,P107,Rice,142,19,2698,16,2272,426
S002,Shop_2,Lucknow,2025-02-24,P109,Sugar,76,13,988,9,684,304
S003,Shop_3,Jaipur,2025-06-02,P113,Soap,161,70,11270,70,11270,0
S002,Shop_2,Jaipur,2025-04-03,P101,Milk,107,43,4601,30,3210,1391
S017,Shop_17,Ahmedabad,2025-06-21,P119,Detergent,106,52,5512,46,4876,636
S018,Shop_18,Delhi,2025-04-27,P113,Soap,56,60,3360,60,3360,0
